symbol,address,city,zip,country,phone,website,industry,industryKey,sector,sectorKey,longBusinessSummary,fullTimeEmployees,auditRisk,boardRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,irWebsite,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,regularMarketVolume,averageVolume,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,fitytwoWeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,region,typeDisp,quoteSourceName,customPriceAlertConfidence,shortName,longName,postMarketChangePercent,fullExchangeName,averageDailyVolume3Month,exchange,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,averageAnalystRating,cryptoTradeable,displayName,trailingPegRatio
SYY,1390 Enclave Parkway,Houston,77077-2099,United States,281 584 1390,https://www.sysco.com,Food Distribution,food-distribution,Consumer Defensive,consumer-defensive,"Sysco Corporation, through its subsidiaries, engages in the marketing and distribution of various food and related products to the foodservice or food-away-from-home industry in the United States, Canada, the United Kingdom, France, and internationally. It operates through U.S. Foodservice Operations, International Foodservice Operations, SYGMA, and Other segments. The company distributes frozen food, such as meat, seafood, fully prepared entrées, fruits, vegetables, and desserts; canned and dry food products; fresh meat and seafood products; dairy products; beverages; imported specialties; and fresh produce products. It also supplies various non-food items, including paper products comprising disposable napkins, plates, and cups; tableware consisting of glassware and silverware; cookware, such as pots, pans, and utensils; restaurant and kitchen equipment and supplies; and cleaning supplies. It serves restaurants, hospitals and nursing facilities, schools and colleges, hotels and motels, industrial caterers, and other foodservice venues. Sysco Corporation was incorporated in 1969 and is headquartered in Houston, Texas.",75000.0,6.0,7.0,6.0,6.0,1775001600.0,http://www.sysco.com/investors.html,2.16,2.92,1775088000.0,0.5741,2.55,0.693,20.479486,15.154226,2249767.0,4866180.0,6470840.0,36388622336.0,68.0,91.85,91.85,0.059896,0.440295,82.8282,79.18975,2.13,0.028764348,USD,49262813184.0,0.021760002,477546539.0,478178260.0,9770607.0,13722003.0,1772150400.0,1774915200.0,0.020399999,0.00207,0.90031,2.12,0.0235,478930649.0,4.767,15.938514,1751068800.0,1782604800.0,1766793600.0,-0.042,1798000000.0,3.71,5.01371,2:1,977097600.0,0.596,10.906,,0.36506534,0.54,1775088000.0,EQUITY,75.9789,buy,15.0,1226000000.0,2.56,4517000192.0,14968999936.0,0.709,1.295,82645999616.0,640.248,171.468,0.08505,0.82345,15258999808.0,1752999936.0,2623000064.0,-0.012,0.03,0.18462999,0.05465,0.03988,USD,US,Equity,Nasdaq Real Time Price,HIGH,Sysco Corporation,Sysco Corporation,,NYSE,4866180.0,NYQ,America/New_York,EDT,-14400000.0,us_market,7.978897,0.11733672,68.0 - 91.85,-15.871101,-0.1727937,3.653419,3.71,5.01371,4.58907,16.556492,-6.849304,-0.0826929,-3.2108536,-0.040546328,15.0,2.1 - Buy,False,Sysco,0.9958
T,208 South Akard Street,Dallas,75202,United States,210 821 4105,https://www.att.com,Telecom Services,telecom-services,Communication Services,communication-services,"AT&T Inc. provides telecommunications and technology services worldwide. It operates through two segments, Communications and Latin America. The Communications segment offers wireless voice and data communications services; and sells handsets, wireless data cards, wireless computing devices, carrying cases/protective covers, and wireless chargers through its own company-owned stores, agents, and third-party retail stores. It also provides AT&T Dedicated Internet, fiber ethernet and broadband, fixed wireless, and hosted and managed professional services; and copper-based voice and data, Virtual Private Networks (VPN), wholesale, outsourcing, and IP, as well as customer premises equipment for multinational corporations, small and mid-sized businesses, governmental, and wholesale customers. In addition, this segment offers broadband services, including fiber connections, legacy telephony voice communication services, and other VoIP services and equipment to residential customers. This segment markets its communications services and products under the AT&T, AT&T Business, Cricket, AT&T PREPAID, AT&T Fiber, and AT&T Internet Air brand names. Its Latin America segment provides postpaid and prepaid wireless services in Mexico under the AT&T and Unefon brand names, as well as sells smartphones through its stores, agents and third-party retail stores. The company was formerly known as SBC Communications Inc. and changed its name to AT&T Inc. in 2005. AT&T Inc. was incorporated in 1983 and is based in Dallas, Texas.",133030.0,1.0,6.0,3.0,3.0,1775001600.0,http://www.att.com/gen/landing-pages?pid=5718,1.11,4.2,1775779200.0,0.2738,6.38,0.539,8.708881,10.398664,12481921.0,44846590.0,37097980.0,185340280832.0,22.95,29.79,45.270016,3.461732,1.4750754,27.8712,26.81935,1.11,0.042045455,USD,344100241408.0,0.17472,6985875989.0,6982145528.0,118250771.0,103166600.0,1772150400.0,1774915200.0,0.016900001,0.00086000003,0.68153,2.71,0.017,7000577202.0,15.706,1.6856616,1767139200.0,1798675200.0,1767139200.0,-0.072,21888999424.0,3.04,2.546,1324:1000,1649635200.0,2.739,7.778,,0.36506534,0.278,1775779200.0,EQUITY,26.475,buy,23.0,18233999360.0,2.605,44243001344.0,159560007680.0,0.605,0.906,125648003072.0,124.179,17.527,0.040749997,0.18805,74827997184.0,12586250240.0,40284000256.0,-0.056,0.036,0.59554,0.35212,0.18416001,USD,US,Equity,Nasdaq Real Time Price,HIGH,AT&T Inc.,AT&T Inc.,,NYSE,44846590.0,NYQ,America/New_York,EDT,-14400000.0,us_market,3.5249996,0.15359475,22.95 - 29.79,-3.3150005,-0.111278966,0.26586056,3.04,2.546,2.3013,11.504367,-1.3962002,-0.050094727,-0.3443489,-0.01283957,15.0,1.9 - Buy,False,AT&T,1.4874
TAP,PO Box 4030,Golden,80401,United States,303 279 6565,https://www.molsoncoors.com,Beverages - Brewers,beverages-brewers,Consumer Defensive,consumer-defensive,"Molson Coors Beverage Company manufactures, markets, distributes, and sells beer and other malt beverage products in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It offers flavored malt beverages including hard seltzers, craft, spirits, and ready to drink beverages. The company also provides non-alcoholic beverages including premium mixers and energy drinks. It offers its products under Arnold Palmer Spiked, Aspall Cider, Blue Moon, Beck's, Blue Run Spirits, Cobra, Corona Extra, Coors Original, Fever-Tree, Heineken, Hidra, Leinenkugel's, Madri, Miller Genuine Draft, Molson Ultra, Peroni Nastro Azurro, Pilsner Urquell, Redd's, Rekorderlig, Sharp's, Simply Spiked, Staropramen, Stella Artois, Topo Chico Hard Seltzer, ZOA Energy, and Vizzy Hard Seltzer above premium brands; Bergenbier, Borsodi, Burgasko, Carling, Coors Banquet, Coors Light, Jelen, Miller Lite, Molson Canadian brands, Niksicko, and Oujsko under the premium brands; and Branik, Icehouse, Keystone, Lowenbrau, Miller High Life, Milwaukee's Best, and Steel Reserve under the economy brands. The company was formerly known as Molson Coors Brewing Company and changed its name to Molson Coors Beverage Company in January 2020. Molson Coors Beverage Company was founded in 1774 and is based in Golden, Colorado.",16200.0,7.0,10.0,10.0,10.0,1775001600.0,http://phx.corporate-ir.net/phoenix.zhtml?c=101929&p=irol-IRHome,1.92,4.35,1772755200.0,0.35900003,2.65,0.499,,8.850388,920789.0,3068652.0,2791260.0,8348570624.0,41.04,59.54,112.19,4.75,0.749369,46.3296,47.48005,1.88,0.042562827,USD,14145404928.0,-0.19205,167816450.0,175639344.0,17612821.0,18287585.0,1772150400.0,1774915200.0,0.0937,0.1266,0.98174006,6.05,0.16059999,188285310.0,53.618,0.8269611,1767139200.0,1798675200.0,1767139200.0,-0.172,-2139600000.0,-10.75,5.00995,2:1,1191456000.0,1.27,5.985,,0.36506534,0.48,1772755200.0,EQUITY,44.34,hold,21.0,980200000.0,5.216,2363300096.0,6512399872.0,0.352,0.553,11140800512.0,61.772,55.956,0.0429,-0.18172,4274599936.0,699500032.0,1784400000.0,-0.125,-0.027,0.38369,0.21213,0.13559,USD,US,Equity,Nasdaq Real Time Price,HIGH,Molson Coors Beverage Company,Molson Coors Beverage Company,,NYSE,3068652.0,NYQ,America/New_York,EDT,-14400000.0,us_market,3.2999992,0.08040933,41.04 - 59.54,-15.200001,-0.25529057,-23.752802,-10.75,5.00995,4.71205,9.409917,-1.9896011,-0.04294449,-3.140049,-0.06613407,15.0,2.8 - Hold,False,,4.3819
TDG,1350 Euclid Avenue,Cleveland,44115,United States,216 706 2960,https://www.transdigm.com,Aerospace & Defense,aerospace-defense,Industrials,industrials,"TransDigm Group Incorporated designs, produces, and supplies aircraft components in the United States and internationally. The Power & Control segment offers mechanical/electro-mechanical actuators and controls, ignition systems and engine technology, specialized pumps and valves, power conditioning devices, specialized AC/DC electric motors and generators, batteries and chargers, databus and power controls, sensor products, switches and relay panels, hoists, winches and lifting devices, cargo loading and handling systems, delivery systems, and electronic components. Its Airframe segment provides engineered latching and locking devices, engineered rods, engineered connectors and elastomer sealing solutions, cockpit security components and systems, cockpit displays, lavatory components, seat belts and safety restraints, engineered and customized interior surfaces and related components, thermal protection and insulation products, lighting and control technology, parachutes, specialized flight, wind tunnel and jet engine testing services and equipment, and testing and instrumentation solutions, as well as engineered audio, radio, and antenna systems. The Non-Aviation segment offers seat belts and safety restraints; mechanical/electromechanical actuators and controls; hydraulic/electromechanical actuators and fuel valves; refueling systems; and turbine controls. It serves engine and power system and subsystem suppliers, airlines, third party maintenance suppliers, military buying agencies, and repair depots; airframe manufacturers, cabin system and subsystem suppliers, airlines, and third party maintenance suppliers; and off-road vehicle and subsystem suppliers, child restraint system suppliers, and satellite and space system suppliers, as well as manufacturers of heavy equipment. The company was formerly known as TD Holding Corporation and changed its name to TransDigm Group Incorporated in 2006. The company was founded in 1993 and is headquartered in Cleveland, Ohio.",16500.0,7.0,9.0,8.0,9.0,1775001600.0,,,,1756771200.0,0.0,,0.955,41.3991,27.939785,143251.0,394272.0,305760.0,72640249856.0,1123.61,1623.83,1623.83,21.42,7.973683,1248.1184,1343.6292,0.0,0.0,USD,96885522432.0,0.22239,56195148.0,56473563.0,1048865.0,974719.0,1772150400.0,1774915200.0,0.0186,0.00397,0.97397006,2.55,0.024600001,56473563.0,-164.367,-7.8255973,1759190400.0,1790726400.0,1766793600.0,-0.097,1808000000.0,31.07,46.03722,,,10.635,20.863,,0.36506534,90.0,1756771200.0,EQUITY,1286.27,buy,21.0,2532000000.0,44.835,4643999744.0,30048000000.0,1.736,2.75,9109999616.0,,156.596,0.117819995,,5438000128.0,1326749952.0,2118000000.0,-0.129,0.139,0.59693,0.50977004,0.45602,USD,US,Equity,Nasdaq Real Time Price,HIGH,Transdigm Group Incorporated,TransDigm Group Incorporated,,NYSE,394272.0,NYQ,America/New_York,EDT,-14400000.0,us_market,162.66003,0.14476557,1123.61 - 1623.83,-337.55994,-0.20787887,-5.9944153,31.07,46.03722,39.21666,32.799072,38.15161,0.030567301,-57.35913,-0.042689703,15.0,1.8 - Buy,False,,3.033
TDY,1049 Camino Dos Rios,Thousand Oaks,91360-2362,United States,805 373 4545,https://www.teledyne.com,Scientific & Technical Instruments,scientific-technical-instruments,Technology,technology,"Teledyne Technologies Incorporated provides enabling technologies for industrial growth markets in the United States, Europe, Asia, and internationally. The Digital Imaging provides visible spectrum sensors and digital cameras; and infrared, ultraviolet, visible, and X-ray spectra products, as well as micro electromechanical systems and semiconductors, including analog-to-digital and digital-to-analog converters. This segment offers cooled and uncooled infrared or thermal products, including sensors, camera cores, and camera systems; high-resolution, low-dose X-ray sensors, high-power microwave, and high-energy X-ray subsystems; and instruments for the measurement of physical properties and maritime products, as well as develops and manufactures multi-spectrum electro-optic/infrared imaging systems and associated products, such as lasers, optics, and radars, CBRNE (Chemical, Biological, Radiological, Nuclear and Explosive detectors), and unmanned air and ground systems. The Instrumentation segment provides monitoring, control, and electronic test and measurement equipment; and power and communications connectivity devices for distributed instrumentation systems and sensor networks. The Aerospace and Defense Electronics segment offers electronic and optical components and subsystems, data acquisition and communications components and equipment, harsh environment interconnects, general aviation batteries and other components; and onboard avionics systems and ground-based applications, aircraft data and connectivity solutions, hardware systems, and software applications. The Engineered Systems segment provides systems engineering, integration and advanced technology development, and complex manufacturing solutions for defense, space, environmental, and energy applications; and designs and manufactures electrochemical energy systems and specialty electronics for military applications. The company was founded in 1960 and is headquartered in Thousand Oaks, California.",15800.0,5.0,9.0,6.0,7.0,1775001600.0,http://www.investquest.com/iq/t/tdy/,,,,0.0,,1.008,33.742584,24.764362,127847.0,358936.0,298610.0,29506889728.0,438.86,693.38,693.38,7.8125,4.8250136,646.5262,569.36444,0.0,0.0,USD,31728764928.0,0.14632,45827440.0,46317285.0,1144027.0,1067741.0,1772150400.0,1774915200.0,0.0247,0.00851,0.97964996,3.75,0.028800001,46317285.0,227.645,2.79848,1766880000.0,1798416000.0,1766880000.0,0.388,894800000.0,18.88,25.72487,,,5.188,21.195,,0.36506534,,,EQUITY,637.06,buy,13.0,352400000.0,7.61,1496999936.0,2642099968.0,0.924,1.643,6115400192.0,25.13,130.671,0.04921,0.08926,2614799872.0,686287488.0,1191299968.0,0.391,0.073,0.42758,0.24479,0.20604,USD,US,Equity,Nasdaq Real Time Price,HIGH,Teledyne Technologies Incorpora,Teledyne Technologies Incorporated,,NYSE,358936.0,NYQ,America/New_York,EDT,-14400000.0,us_market,198.20001,0.45162472,438.86 - 693.38,-56.320007,-0.08122531,40.23602,18.88,25.72487,23.82226,26.742214,-9.466187,-0.014641614,67.69556,0.11889671,15.0,1.7 - Buy,False,,
TEL,Parkmore Business Park West,Ballybrit,H91VN2T,Ireland,353 9 137 8040,https://www.te.com,Electronic Components,electronic-components,Technology,technology,"TE Connectivity plc, together with its subsidiaries, manufactures and sells connectivity and sensor solutions in Europe, the Middle East, Africa, the AsiaPacific, and the Americas. The company operates through two reportable segments, Transportation Solutions and Industrial Solutions. It provides antennas, application tooling, cable assemblies, connectors, electromagnetic compatibility/electromagnetic interference solutions, energy and power, fiber optics, heat shrink tubing, identification and labeling, medical components, passive components, relays and contactors, sensors, switches, terminals and splices, wires and cables, and wire protection and management solutions. The company also offers training and other services, including 3D printing for production, back shells prototyping, electrical installation training, HarnWare software, machine tooling service and repair, medical device design services, microfluidic devices, and sensor manufacturing services as well as conducts automotive webinars. It serves 5G and wireless equipment, aerospace, appliances, automation and control, automotive, autosport, commercial and industrial vehicles, connected home, data centers and artificial intelligence, defense and military, energy solutions, e-mobility, industrial machinery, intelligent buildings, IoT connectivity, medical technologies, oil and gas/marine, personal electronics and wearable technology, rail, sensor applications, space, and other industries. The company was formerly known as Tyco Electronics Ltd. and changed its name to TE Connectivity plc in March 2011. TE Connectivity plc was founded in 1941 and is based in Ballybrit, Ireland.",90000.0,2.0,1.0,7.0,2.0,1775001600.0,,2.91,1.23,1779408000.0,0.40060002,1.57,1.259,34.995674,19.532986,496103.0,2270127.0,1484690.0,71188226048.0,126.53,250.67,250.67,7.4,3.934138,216.9784,217.76735,2.78,0.011755751,USD,74291339264.0,0.11406,292900223.0,293434273.0,8097106.0,7088091.0,1772150400.0,1774915200.0,0.0276,0.00118,0.9399,3.42,0.0317,293535487.0,44.217,5.4847684,1758844800.0,1790380800.0,1766707200.0,0.42,2066000000.0,6.93,12.41592,,,4.106,16.447,,0.36506534,0.71,1771545600.0,EQUITY,242.52,buy,19.0,1251000064.0,4.263,4517000192.0,6001999872.0,0.931,1.651,18094999552.0,45.691,61.183,0.09392,0.16097,6457999872.0,1985624960.0,4126000128.0,0.444,0.217,0.35689,0.24962999,0.20903999,USD,US,Equity,Nasdaq Real Time Price,HIGH,TE Connectivity plc,TE Connectivity plc,,NYSE,2270127.0,NYQ,America/New_York,EDT,-14400000.0,us_market,115.990005,0.91669965,126.53 - 250.67,-8.149994,-0.03251284,83.67379,6.93,12.41592,11.11487,21.819418,25.54161,0.11771499,24.752655,0.113665596,15.0,1.6 - Buy,False,TE Connectivity,1.3713
TFC,214 North Tryon Street,Charlotte,28202,United States,844 487 8478,https://www.truist.com,Banks - Regional,banks-regional,Financial Services,financial-services,"Truist Financial Corporation, a financial services company, provides banking and trust services in the Southeastern and Mid-Atlantic United States. The company operates through two segments, Consumer and Small Business Banking; and Wholesale Banking. Its deposit products include noninterest-bearing checking, interest-bearing checking, savings, and money market deposit accounts, as well as certificates of deposit and individual retirement accounts. The company also provides funding; asset management; credit card lending; home equity and mortgage lending; other direct retail lending; home mortgage lending; Investment brokerage services; mobile/online banking; payment solutions; point-of-sale lending; retail and small business deposit products; and small business lending. In addition, it offers asset-based lending, commercial deposit and treasury services; commercial lending; floor plan lending; derivatives; institutional trust services; insurance premium finance; international banking; investment banking and capital markets services; leasing; merchant services; mortgage warehouse lending; real estate lending; supply chain financing; and wealth management/private banking. The company was formerly known as BB&T Corporation and changed its name to Truist Financial Corporation in December 2019. Truist Financial Corporation was founded in 1872 and is headquartered in Charlotte, North Carolina.",37086.0,7.0,7.0,4.0,9.0,1775001600.0,http://www.bbt.com/bbtdotcom/about/investor-relations/default.page,2.08,4.21,1770940800.0,0.5445,4.66,0.869,13.280105,9.94275,5518693.0,10219786.0,9559320.0,64896167936.0,35.0,56.2,68.95,1.644444,3.52218,48.764,46.9221,2.08,0.042079706,USD,92827394048.0,0.28803,1245858026.0,1241009752.0,25869135.0,26128103.0,1772150400.0,1774915200.0,0.0208,0.0018600001,0.78927004,2.54,0.0209,1279246312.0,47.742,1.0625864,1767139200.0,1798675200.0,1767139200.0,0.061,4974000128.0,3.82,5.10221,2:1,902188800.0,5.038,,,0.36506534,0.52,1770940800.0,EQUITY,50.73,buy,19.0,46710001664.0,37.393,,72874999808.0,,,18424999936.0,,14.319,0.00984,0.08236,18424999936.0,,5738999808.0,0.108,0.032,0.0,0.0,0.32700002,USD,US,Equity,Nasdaq Real Time Price,HIGH,Truist Financial Corporation,Truist Financial Corporation,,NYSE,10219786.0,NYQ,America/New_York,EDT,-14400000.0,us_market,15.73,0.44942856,35.0 - 56.2,-5.470001,-0.09733098,39.988674,3.82,5.10221,4.45381,11.390247,1.9659996,0.04031662,3.8078995,0.081153646,15.0,2.2 - Buy,False,,1.2538
TFX,550 East Swedesford Road,Wayne,19087-1603,United States,610-225-6800,https://www.teleflex.com,Medical Instruments & Supplies,medical-instruments-supplies,Healthcare,healthcare,"Teleflex Incorporated designs, develops, manufactures, and supplies single-use medical devices for common diagnostic and therapeutic procedures in critical care and surgical applications in the United States, Europe, the Middle East, Africa, the Asia Pacific, and internationally. The company offers vascular and emergency medicine products comprising Arrow branded catheters, catheter navigation and tip positioning systems, and intraosseous bone access systems for the administration of intravenous therapies, measurement of blood pressure, and collection of blood samples; intraosseous access systems consisting of EZ-IO intraosseous vascular access systems, and Arrow FAST1 sternal intraosseous infusion systems; and hemostatic products, including external hemostats and trauma products under the QuikClot brand. It also provides interventional products, including various coronary catheters, structural heart support devices, and peripheral intervention products platforms; GuideLiner, Turnpike, and TrapLiner catheters; MANTA vascular closure devices and Arrow OnControl powered bone biopsy systems; and coronary and peripheral medical devices, such as drug-coated balloons, stents, and balloon catheters. In addition, the company offers surgical products, including metal and polymer ligating clips using manual and automatic applier system, fascial closure surgical systems used in laparoscopic surgical procedures, percutaneous surgical systems, powered bariatric staplers, and other surgical instruments under the Weck, MiniLap, Pleur-Evac, Deknatel, KMedic, Pilling, and Titan SGS brands. It serves hospitals, healthcare providers, and medical device manufacturers. The company also sells its products online. Teleflex Incorporated was incorporated in 1943 and is headquartered in Wayne, Pennsylvania.",15500.0,4.0,5.0,1.0,2.0,1775001600.0,http://www.teleflex.com/en/investor/corporateProfile/index.html,1.36,1.04,1772755200.0,1.0382,0.68,0.835,100.046814,12.741129,255588.0,917216.0,740400.0,5845766144.0,100.18,138.93,449.38,1.020833,2.9335716,113.3818,117.8396,1.36,0.010443864,USD,8173396992.0,-0.45448002,44032158.0,44265383.0,2618032.0,2451000.0,1772150400.0,1774915200.0,0.0592,0.00461,1.0802,3.24,0.0953,44265383.0,70.704,1.8678122,1767139200.0,1798675200.0,1767139200.0,,58530000.0,1.32,10.365,2:1,866505600.0,4.102,17.42,,0.36506534,0.34,1772755200.0,EQUITY,132.0618,hold,9.0,404824000.0,9.159,469188000.0,2822424064.0,0.985,2.544,1992712960.0,90.324,44.658,0.025940001,0.01581,1123453952.0,12825875.0,340676992.0,,,0.56378,0.23545,0.40557,USD,US,Equity,Nasdaq Real Time Price,HIGH,Teleflex Incorporated,Teleflex Incorporated,,NYSE,917216.0,NYQ,America/New_York,EDT,-14400000.0,us_market,31.881798,0.31824514,100.18 - 138.93,-6.8681946,-0.04943637,0.82849264,1.32,10.365,6.721,19.649128,18.68,0.16475308,14.2221985,0.120691165,15.0,2.8 - Hold,False,,
TGT,1000 Nicollet Mall,Minneapolis,55403,United States,612 304 6073,https://corporate.target.com,Discount Stores,discount-stores,Consumer Defensive,consumer-defensive,"Target Corporation operates as a general merchandise retailer in the United States. It offers apparel for women, men, young adults, kids, toddlers, and babies, as well as jewelry, accessories, and shoes; and beauty products, such as skin and bath care, cosmetics, hair care, oral care, deodorant, and shaving products. The company also provides food and beverage products comprising dry and perishable grocery, including snacks, candy, beverages, deli, bakery, meat, produce, and food service; electronics which includes video games and consoles, toys, sporting goods, entertainment, and luggage; bed and bath, home décor, school/office supplies, storage, small appliances, kitchenware, greeting cards, party supplies, furniture, lighting, home improvement, and seasonal merchandise; and household essentials, such as household cleaning, paper products, over-the-counter healthcare, vitamins and supplements, baby gear, and pet supplies. In addition, it sells merchandise through periodic design and creative partnerships, and shop-in-shop experience; and in-store amenities. The company sells its products through its stores; and digital channels, including Target.com. Target Corporation was incorporated in 1902 and is headquartered in Minneapolis, Minnesota.",415000.0,4.0,4.0,1.0,1.0,1775001600.0,http://investors.target.com/phoenix.zhtml?c=65828&p=irol-IRHome,4.56,3.68,1778630400.0,0.556,2.91,1.032,15.596556,14.890615,1879142.0,6125075.0,4514730.0,57422090240.0,83.44,126.85,268.98,0.135417,0.5480253,117.5042,102.0683,4.52,0.036478087,USD,70915334144.0,0.03536,451352108.0,452855589.0,18810647.0,19634863.0,1772150400.0,1774915200.0,0.041500002,0.00306,0.86644,2.81,0.0416,452855589.0,35.697,3.5521195,1769817600.0,1801353600.0,1769817600.0,-0.053,3704999936.0,8.13,8.51543,2:1,964051200.0,0.677,8.785,,0.36506534,1.14,1770768000.0,EQUITY,126.8,hold,32.0,5488000000.0,12.119,8072000000.0,20290000896.0,0.344,0.942,104779997184.0,125.518,230.742,0.05264,0.24034001,29269000192.0,2590125056.0,6561999872.0,-0.05,-0.015,0.27934,0.07704,0.049089998,USD,US,Equity,Nasdaq Real Time Price,HIGH,Target Corporation,Target Corporation,,NYSE,6125075.0,NYQ,America/New_York,EDT,-14400000.0,us_market,43.36,0.5196548,83.44 - 126.85,-0.049995422,-0.00039413024,32.12838,8.13,8.51543,7.98997,15.869897,9.295799,0.079110354,24.731705,0.24230544,15.0,2.6 - Hold,False,Target,3.5202
TIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,US,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,
TJX,770 Cochituate Road,Framingham,01701,United States,508 390 1000,https://www.tjx.com,Apparel Retail,apparel-retail,Consumer Cyclical,consumer-cyclical,"The TJX Companies, Inc., together with its subsidiaries, operates as an off-price apparel and home fashions retailer worldwide. It operates through four segments: Marmaxx, HomeGoods, TJX Canada, and TJX International. The company provides family apparel comprising footwear; accessories, such as beauty and jewelry; home fashion products, including home basics, decorative accessories and giftware, as well as furniture, rugs, lighting, soft home, decorative accessories, tabletop, and cookware; pet and gourmet food; and other merchandise. It also offers home decor, furniture, and seasonal home merchandise. The company sells its products through stores and e-commerce sites. The TJX Companies, Inc. was incorporated in 1962 and is headquartered in Framingham, Massachusetts.",377000.0,8.0,6.0,4.0,6.0,1775001600.0,http://www.tjx.com/investor_landing.asp,1.92,1.22,1778716800.0,0.3388,1.31,0.727,32.908627,28.284737,2008793.0,5105647.0,4302290.0,177969004544.0,119.84,165.82,165.82,0.273438,2.947873,157.76,146.1809,1.7,0.010795022,USD,181559541760.0,0.091000006,1104032559.0,1106810654.0,12733439.0,12195923.0,1772150400.0,1774915200.0,0.0115,0.0012899999,0.93251,2.81,0.0115,1110467095.0,9.204,17.412537,1769817600.0,1801353600.0,1769817600.0,0.268,5494000128.0,4.87,5.66613,2:1,1541548800.0,3.007,21.55,,0.36506534,0.425,1770854400.0,EQUITY,160.265,strong_buy,18.0,6230000128.0,5.629,8424999936.0,13489000448.0,0.512,1.138,60372000768.0,132.375,54.194,0.13289,0.59129,18692999168.0,3892000000.0,6873999872.0,0.279,0.085,0.30963,0.13955,0.13267,USD,US,Equity,Nasdaq Real Time Price,HIGH,"TJX Companies, Inc. (The)","The TJX Companies, Inc.",,NYSE,5105647.0,NYQ,America/New_York,EDT,-14400000.0,us_market,40.425003,0.3373248,119.84 - 165.82,-5.555008,-0.033500228,27.02049,4.87,5.66613,5.10842,31.372715,2.505005,0.01587858,14.084106,0.09634711,15.0,1.4 - Strong Buy,False,The TJX Companies,3.2914
